Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Gears,Ground_Clearance,Odometer,Speedometer,Seating_Capacity,Transmission,ABS_(Anti-lock_Braking_System),EBD_(Electronic_Brake-force_Distribution),Number_of_Airbags
Hyundai,Grand I10 Prime,Era T Crdi,"Rs. 5,51,530",1120 cc,3,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5,5,,Yes,Yes,5,Manual,,,
Hyundai,Grand I10 Prime,Era T+ Crdi,"Rs. 5,68,930",1120 cc,3,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5,5,,Yes,Yes,5,Manual,,,1
Hyundai,Grand I10 Prime,Era T Vtvt,"Rs. 4,60,369",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,5,165 mm,Analog,Analog,5,Manual,,,1
Hyundai,Grand I10 Prime,Era T+ Vtvt,"Rs. 4,77,511",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,5,165 mm,Analog,Analog,5,Manual,,,1
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,"Rs. 5,45,946",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Hyundai,Grand I10 Prime,Era T Cng Vtvt,"Rs. 5,28,804",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Mahindra,Kuv100 Nxt,K2 6Str,"Rs. 4,88,194",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",6,Manual,Yes,Yes,
Mahindra,Kuv100 Nxt,K2+ 6Str,"Rs. 5,32,184",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K2 D 6Str,"Rs. 5,90,798",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,
Mahindra,Kuv100 Nxt,K2+ D 6Str,"Rs. 6,19,243",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Digital, Analog",6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K4+ D 6Str,"Rs. 6,67,273",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K4+ 6Str,"Rs. 5,79,645",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K6+ 6Str,"Rs. 6,31,144",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K6+ D 6Str,"Rs. 7,54,548",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K8 6Str,"Rs. 6,93,550",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K8 D 6Str,"Rs. 7,87,304",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,"Rs. 7,01,045",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,"Rs. 7,94,800",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",6,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K4+ 5Str,"Rs. 5,73,250",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K6+ 5Str,"Rs. 6,31,146",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,5,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K8 5Str,"Rs. 6,87,175",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,5,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K4+ D 5Str,"Rs. 6,60,832",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,5,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K6+ D 5Str,"Rs. 7,48,128",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,5,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K8 D 5Str,"Rs. 7,80,884",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,"Rs. 5,50,155",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,5,Manual,Yes,Yes,
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,"Rs. 5,59,741",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,Yes,6,Manual,Yes,Yes,
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,"Rs. 5,24,312",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,"Rs. 5,42,913",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,5,170 mm,Digital,"Analog, Digital",6,Manual,Yes,Yes,
Maruti Suzuki,Swift,Lxi,"Rs. 5,19,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Vxi,"Rs. 6,19,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Vxi Amt,"Rs. 6,66,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Swift,Zxi,"Rs. 6,78,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Zxi Amt,"Rs. 7,25,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Swift,Zxi Plus,"Rs. 7,58,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Ldi,"Rs. 5,99,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Vdi,"Rs. 6,98,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Vdi Amt,"Rs. 7,45,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Swift,Zdi,"Rs. 7,57,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Zdi Amt,"Rs. 8,04,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Swift,Zdi Plus,"Rs. 8,38,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Swift,Zxi Plus Amt,"Rs. 8,02,000",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Swift,Zdi Plus Amt,"Rs. 8,84,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,37 litres,Diesel,1530 mm,3840 mm,1735 mm,Hatchback,5,5,163 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Tata,Altroz,Xe Petrol,"Rs. 5,29,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xm Petrol,"Rs. 6,15,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xt Petrol,"Rs. 6,84,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xz Petrol,"Rs. 7,44,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xz (O) Petrol,"Rs. 7,69,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xe Diesel,"Rs. 6,99,000",1497 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xm Diesel,"Rs. 7,75,000",1497 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xt Diesel,"Rs. 8,44,000",1497 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xz Diesel,"Rs. 9,04,000",1497 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Tata,Altroz,Xz (O) Diesel,"Rs. 9,29,000",1497 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1523 mm,3990 mm,1755 mm,Hatchback,5,5,165 mm,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,"Rs. 6,42,478",1994 cc,4,4,RWD (Rear Wheel Drive),BS III,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,"Rs. 5,89,678",1994 cc,4,4,RWD (Rear Wheel Drive),BS IV,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,"Rs. 6,89,761",1994 cc,4,4,RWD (Rear Wheel Drive),BS III,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,"Rs. 7,88,177",1994 cc,4,4,RWD (Rear Wheel Drive),BS IV,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Sd Di 9 Seater Bsiii,"Rs. 26,50,777",1994 cc,4,4,RWD (Rear Wheel Drive),BS III,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,"Rs. 6,28,072",1994 cc,4,4,RWD (Rear Wheel Drive),BS IV,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Vd Crdfi 7 Seater Bsiii,"Rs. 9,00,967",1994 cc,4,4,RWD (Rear Wheel Drive),BS III,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,7,Manual,,,
Icml,Extreme,Vd Di 7 Seater Bsiii,"Rs. 14,65,148",1994 cc,4,4,RWD (Rear Wheel Drive),BS III,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,7,Manual,,,
Icml,Extreme,Sd Crdfi 9 Seater Bsiv,"Rs. 5,52,890",1994 cc,4,4,RWD (Rear Wheel Drive),BS IV,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Icml,Extreme,Vd Crdfi 7 Seater Bsiv,"Rs. 9,27,689",1994 cc,4,4,RWD (Rear Wheel Drive),BS IV,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,7,Manual,,,
Icml,Extreme,Sd Crdfi 9 Seater Bsiii,"Rs. 8,35,275",1994 cc,4,4,RWD (Rear Wheel Drive),BS III,50 litres,Diesel,1885 mm,4440 mm,,SUV,5,5,170 mm,,,9,Manual,,,
Tata,Tigor,Revotron Xe,"Rs. 5,75,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,,
Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,,
Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tigor,Revotron Xz Plus,"Rs. 6,99,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tigor,Revotron Xma,"Rs. 6,60,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4,5,165 mm,Digital,Analog,5,AMT,Yes,Yes,2
Tata,Tigor,Revotron Xza Plus,"Rs. 7,49,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4,5,170 mm,Digital,Analog,5,AMT,Yes,Yes,2
Tata,Zest,Xe Petrol,"Rs. 5,82,287",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1570 mm,3995 mm,1706 mm,Sedan,4,5,175 mm,Digital,Analog,5,Manual,,,
Tata,Zest,Xe Diesel,"Rs. 7,02,946",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,,,
Tata,Zest,Xm Petrol,"Rs. 6,53,926",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1570 mm,3995 mm,1706 mm,Sedan,4,5,175 mm,Digital,Analog,5,Manual,Yes,Yes,
Tata,Zest,Xms Petrol,"Rs. 6,72,641",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1570 mm,3995 mm,1706 mm,Sedan,4,5,175 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Zest,Xt Petrol,"Rs. 7,32,475",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1570 mm,3995 mm,1706 mm,Sedan,4,5,175 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Zest,Xm Diesel,"Rs. 7,67,317",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,
Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Zest,Xt Diesel,"Rs. 8,55,362",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Zest,Xma Diesel,"Rs. 8,36,320",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,4,5,165 mm,Digital,Analog,5,AMT,Yes,Yes,
Tata,Zest,Xta Diesel,"Rs. 9,89,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,4,5,165 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Tata,Zest,Zest Premio Edition,"Rs. 7,88,797",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,S Cvt Petrol,"Rs. 7,63,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,E Mt Diesel,"Rs. 7,05,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1498 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,E Mt Petrol,"Rs. 5,93,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1498 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,S Cvt Diesel,"Rs. 8,65,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,V Cvt Petrol,"Rs. 8,23,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,V Cvt Diesel,"Rs. 9,25,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,S Mt Diesel,"Rs. 7,85,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,Vx Mt Diesel,"Rs. 8,93,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,V Mt Diesel,"Rs. 8,45,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,Vx Mt Petrol,"Rs. 7,81,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,V Mt Petrol,"Rs. 7,33,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,S Mt Petrol,"Rs. 6,73,000",1198 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,Exclusive Edition Diesel,"Rs. 9,06,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,Exclusive Edition Petrol,"Rs. 7,94,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,Vx Cvt Diesel,"Rs. 9,66,000",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,Vx Cvt Petrol,"Rs. 8,64,000",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,Ace Edition Cvt Diesel,"Rs. 9,79,300",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,Ace Edition Cvt Petrol,"Rs. 8,77,300",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Honda,Amaze,Ace Edition Mt Diesel,"Rs. 9,06,300",1498 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Honda,Amaze,Ace Edition Mt Petrol,"Rs. 7,94,300",1199 cc,4,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Gypsy,Hard Top,"Rs. 6,37,343",1298 cc,4,4,4WD,BS III,40 litres,Petrol,1875 mm,4010 mm,1540 mm,SUV,3,5,210 mm,Yes,Analog,8,Manual,,,
Maruti Suzuki,Gypsy,Soft Top,"Rs. 6,22,730",1298 cc,4,4,4WD,BS III,40 litres,Petrol,1845 mm,4010 mm,1540 mm,SUV,3,5,210 mm,Yes,Analog,8,Manual,,,
Hyundai,Venue,1.2 Kappa Mt E,"Rs. 6,55,000",1197 cc,4,,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,5,200 mm,Yes,Yes,5,Manual,Yes,Yes,2
Hyundai,Venue,1.0 Turbo Gdi Mt S,"Rs. 8,26,000",998 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,7,200 mm,Yes,Yes,5,Manual,Yes,Yes,2
Hyundai,Venue,1.4 Crdi Mt E,"Rs. 7,80,000",1397 cc,4,4,FWD (Front Wheel Drive),BS IV,,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,6,200 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Venue,1.0 Turbo Gdi Mt Sx,"Rs. 9,59,000",998 cc,4,,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,6,200 mm,Yes,Yes,5,Manual,Yes,Yes,2
Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,"Rs. 9,74,000",998 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,6,200 mm,Yes,Yes,5,Manual,Yes,Yes,2
