Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Gears,Ground_Clearance,Odometer,Speedometer,Seating_Capacity,Transmission,ABS_(Anti-lock_Braking_System),EBD_(Electronic_Brake-force_Distribution),Number_of_Airbags
Jaguar,Xe,Se Diesel,"Rs. 46,33,000",1999 cc,4,4,RWD (Rear Wheel Drive),BS 6,56 litres,Diesel,1416 mm,4691 mm,1850 mm,Sedan,4,8,125 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Jaguar,Xe,Se Petrol,"Rs. 46,33,000",1997 cc,4,4,RWD (Rear Wheel Drive),BS 6,61 litres,Petrol,1416 mm,4691 mm,1850 mm,Sedan,4,8,125 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Jaguar,Xf,2.0 Prestige,"Rs. 54,36,329",1999 cc,4,4,RWD (Rear Wheel Drive),BS IV,74 litres,Petrol,1460 mm,4961 mm,2091 mm,Sedan,4,8,,Analog,Analog,5,Automatic,Yes,Yes,6
Jaguar,Xf,2.0 Portfolio,"Rs. 60,73,446",1999 cc,4,4,RWD (Rear Wheel Drive),BS IV,82 litres,Petrol,1457 mm,5252 mm,1899 mm,Sedan,4,8,100 mm,Analog,Analog,5,Automatic,Yes,Yes,6
Jaguar,Xf,2.0 Portfolio Diesel,"Rs. 61,38,811",1999 cc,4,4,RWD (Rear Wheel Drive),BS IV,83 litres,Diesel,1457 mm,5252 mm,1899 mm,Sedan,4,8,100 mm,Analog,Analog,5,Automatic,Yes,Yes,6
Jaguar,Xf,2.0 Prestige Diesel,"Rs. 55,06,622",1999 cc,4,4,RWD (Rear Wheel Drive),BS IV,66 litres,Diesel,1457 mm,5067 mm,2091 mm,Sedan,4,8,,Analog,Analog,5,Automatic,Yes,Yes,6
Jaguar,Xf,2.0 Pure Diesel,"Rs. 49,77,080",1999 cc,4,4,RWD (Rear Wheel Drive),BS IV,66 litres,Diesel,1457 mm,5067 mm,2091 mm,Sedan,4,8,,Analog,Analog,5,Automatic,Yes,Yes,6
Audi,A3 Cabriolet,40 Tfsi,"Rs. 50,38,000",1395 cc,4,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1409 mm,4421 mm,1793 mm,Convertible,2,7,160 mm,Digital,Analog,4,Automatic,Yes,Yes,7
Audi,A6,Premium Plus 45 Tfsi,"Rs. 54,42,200",1984 cc,4,16,FWD (Front Wheel Drive),BS 6,73 litres,Petrol,1455 mm,4933 mm,1874 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,8
Audi,A6,Technology 45 Tfsi,"Rs. 59,42,200",1984 cc,4,16,FWD (Front Wheel Drive),BS 6,73 litres,Petrol,1455 mm,4933 mm,1874 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,8
Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,4,4,4WD,BS IV,67 litres,Diesel,1678 mm,4657 mm,1881 mm,SUV,5,8,212 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Bmw,X3,Xdrive 30I Luxury Line,"Rs. 58,80,000",1998 cc,4,4,4WD,BS IV,67 litres,Petrol,1678 mm,4657 mm,1881 mm,SUV,5,8,212 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Bmw,X3,Xdrive20D Xline,"Rs. 56,00,000",1995 cc,4,4,4WD,BS IV,67 litres,Diesel,1678 mm,4657 mm,1881 mm,SUV,5,8,212 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Land Rover,Discovery Sport,S,"Rs. 57,06,000",1999 cc,4,4,4WD,BS 6,70 litres,Diesel,1727 mm,4600 mm,2069 mm,SUV,5,9,167 mm,Digital,Analog,7,Automatic,Yes,Yes,7
Land Rover,Discovery Sport,R-Dynamic Se,"Rs. 60,89,000",1999 cc,4,4,4WD,BS 6,70 litres,Diesel,1727 mm,4600 mm,2069 mm,SUV,5,9,167 mm,Digital,Analog,7,Automatic,Yes,Yes,7
Volvo,S90,D4 Inscription,"Rs. 58,90,000",1969 cc,4,4,FWD (Front Wheel Drive),BS IV,,Diesel,1443 mm,4963 mm,1879 mm,Sedan,4,,152 mm,Analog,"Analog, Digital",5,Automatic,Yes,Yes,6
Audi,S5,Sportback,"Rs. 72,43,000",2995 cc,6,4,AWD (All Wheel Drive),BS IV,58 litres,Petrol,1384 mm,4718 mm,1843 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,10
Bmw,X5,Xdrive30D Sport,"Rs. 73,30,000",2993 cc,6,4,AWD (All Wheel Drive),BS IV,,Diesel,1745 mm,4922 mm,2218 mm,SUV,5,8,,Digital,Analog,5,Automatic,Yes,Yes,8
Bmw,X5,Xdrive30D Xline,"Rs. 82,90,000",2993 cc,6,4,AWD (All Wheel Drive),BS IV,,Diesel,1745 mm,4922 mm,2218 mm,SUV,5,8,,Digital,Analog,5,Automatic,Yes,Yes,8
Bmw,X5,Xdrive40I M Sport,"Rs. 82,90,000",2998 cc,6,4,AWD (All Wheel Drive),BS IV,,Petrol,1745 mm,4922 mm,2218 mm,SUV,5,8,,Digital,Analog,5,Automatic,Yes,Yes,8
Ford,Mustang,Fastback V8,"Rs. 74,62,000",4951 cc,8,4,RWD (Rear Wheel Drive),BS IV,60.9 litres,Petrol,1391 mm,4784 mm,2080 mm,"Sedan, Coupe",3,6,137 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,6,4,AWD (All Wheel Drive),BS IV,93.5 litres,Diesel,1802 mm,4828 mm,1943 mm,SUV,5,,206 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Jeep,Grand Cherokee,Summit,"Rs. 89,31,819",2987 cc,6,,AWD (All Wheel Drive),BS IV,93.5 litres,Diesel,1802 mm,4828 mm,1943 mm,SUV,5,,,Digital,Analog,5,Automatic,Yes,Yes,6
Jeep,Grand Cherokee,Srt,"Rs. 1,14,00,000",6417 cc,8,4,AWD (All Wheel Drive),BS IV,93.5 litres,Petrol,1749 mm,4846 mm,1954 mm,SUV,5,8,210 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Jeep,Grand Cherokee,Summit Petrol,"Rs. 75,15,000",3604 cc,6,,AWD (All Wheel Drive),BS IV,93.5 litres,Petrol,1802 mm,4828 mm,1943 mm,SUV,5,,,Digital,Analog,5,Automatic,Yes,Yes,6
Mercedes-Benz,Mercedes-Benz E-Class Cabriolet,E400,"Rs. 77,11,338",2996 cc,6,4,RWD (Rear Wheel Drive),BS IV,80 litres,Petrol,1398 mm,4703 mm,1786 mm,Convertible,2,,,Analog,Analog,4,,Yes,Yes,6
Bmw,M2 Competition,Coupe,"Rs. 81,80,000",2979 cc,6,4,RWD (Rear Wheel Drive),BS 6,52 litres,Petrol,1410 mm,4461 mm,1854 mm,Coupe,2,7,,Digital,Analog,4,Automatic,Yes,Yes,10
Porsche,718,Boxster,"Rs. 89,95,000",1988 cc,4,4,RWD (Rear Wheel Drive),BS IV,54 litres,Petrol,1281 mm,4379 mm,1801 mm,Convertible,2,,,Analog,Analog,2,Automatic,Yes,Yes,4
Porsche,718,Cayman,"Rs. 85,95,000",1988 cc,4,4,RWD (Rear Wheel Drive),BS IV,54 litres,Petrol,1281 mm,4379 mm,1801 mm,Coupe,2,,,Digital,Analog,2,Automatic,Yes,Yes,4
Mercedes-Benz,Mercedes-Benz Gls,350 Cdi,"Rs. 88,20,000",2987 cc,6,4,AWD (All Wheel Drive),BS IV,100 litres,Diesel,1850 mm,5120 mm,1934 mm,SUV,4,7,307 mm,,,5,Automatic,Yes,Yes,9
Mercedes-Benz,Mercedes-Benz Gls,63 Amg,"Rs. 1,91,99,181",5461 cc,8,4,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1850 mm,5146 mm,1982 mm,SUV,4,7,307 mm,,,7,Automatic,Yes,Yes,9
Mercedes-Benz,Mercedes-Benz Gls,400 4Matic,"Rs. 87,76,900",2996 cc,8,4,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1850 mm,5146 mm,1982 mm,SUV,4,7,307 mm,Yes,Analog,7,Automatic,Yes,Yes,9
Mercedes-Benz,Mercedes-Benz Gls,Grand Edition Petrol,"Rs. 86,90,000",2996 cc,8,4,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1850 mm,5146 mm,1982 mm,SUV,4,7,307 mm,Yes,Analog,7,Automatic,Yes,Yes,9
Mercedes-Benz,Mercedes-Benz Gls,Grand Edition Diesel,"Rs. 86,90,000",2987 cc,6,4,AWD (All Wheel Drive),BS IV,100 litres,Diesel,1850 mm,5120 mm,1934 mm,SUV,4,7,307 mm,,Analog,5,Automatic,Yes,Yes,9
Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982 cc,4,4,4WD,BS IV,87 litres,Diesel,1880 mm,4840 mm,1885 mm,SUV,5,5,,Digital,Analog,7,Automatic,Yes,Yes,7
Lexus,Rx 450H,450Hl Luxury,"Rs. 99,00,000",3456 cc,6,4,AWD (All Wheel Drive),BS IV,65 litres,Petrol,1700 mm,5000 mm,1895 mm,SUV,4,,,Digital,Analog,5,Automatic,Yes,Yes,10
Audi,Rs5,Coupe,"Rs. 1,11,41,200",2894 cc,8,4,AWD (All Wheel Drive),BS IV,58 litres,Petrol,,4649 mm,,Coupe,2,7,160 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Bmw,7-Series,730Ld Design Pure Excellence,"Rs. 1,22,90,000",2993 cc,6,4,AWD (All Wheel Drive),BS 6,78 litres,Diesel,1479 mm,5120 mm,2169 mm,Sedan,4,8,152 mm,Digital,"Analog, Digital",4,Automatic,Yes,Yes,8
Bmw,7-Series,730Ld Design Pure Excellence Signature,"Rs. 1,32,00,000",2993 cc,6,4,AWD (All Wheel Drive),BS 6,78 litres,Diesel,1479 mm,5120 mm,2169 mm,Sedan,4,8,152 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Bmw,7-Series,730Ld M Sport,"Rs. 1,35,10,000",2993 cc,6,4,AWD (All Wheel Drive),BS 6,78 litres,Diesel,1479 mm,5120 mm,2169 mm,Sedan,4,8,152 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Bmw,7-Series,740Li Design Pure Excellence Signature,"Rs. 1,35,10,000",2998 cc,6,4,AWD (All Wheel Drive),BS 6,78 litres,Petrol,1479 mm,5120 mm,2169 mm,Sedan,4,8,152 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Bmw,7-Series,745Le Xdrive,"Rs. 1,65,00,000",2998 cc,6,4,AWD (All Wheel Drive),BS 6,46 litres,Hybrid,1481 mm,5219 mm,2142 mm,Sedan,4,8,152 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Bmw,7-Series,M760Li Xdrive,"Rs. 2,42,50,000",6592 cc,12,4,AWD (All Wheel Drive),BS 6,78 litres,Petrol,1481 mm,5219 mm,2142 mm,Sedan,4,8,152 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Audi,Q8,55 Tfsi Quattro Tiptronic,"Rs. 1,33,59,500",2995 cc,4,4,AWD (All Wheel Drive),BS 6,85 litres,Petrol,1740 mm,5052 mm,1968 mm,SUV,5,8,200 mm,Digital,"Analog, Digital",7,Automatic,Yes,Yes,8
Mercedes-Benz,Mercedes-Benz S-Class,S 350 D,"Rs. 1,35,58,438",2987 cc,6,4,RWD (Rear Wheel Drive),BS IV,90 litres,Diesel,1494 mm,5116 mm,1899 mm,Sedan,4,7,140 mm,Digital,Analog,5,Automatic,Yes,Yes,8
Mercedes-Benz,Mercedes-Benz S-Class,S 450,"Rs. 1,39,76,653",2996 cc,6,4,RWD (Rear Wheel Drive),BS IV,70 litres,Petrol,1494 mm,5246 mm,1899 mm,Sedan,4,7,109 mm,Digital,Analog,5,Automatic,Yes,Yes,8
Mercedes-Benz,Mercedes-Benz S-Class,Amg S 63 Coupe,"Rs. 2,55,00,000",3982 cc,8,4,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1411 mm,5027 mm,1899 mm,Coupe,2,7,140 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Maserati,Levante,Diesel,"Rs. 1,45,12,054",2987 cc,6,4,AWD (All Wheel Drive),BS IV,80 litres,Diesel,1679 mm,5003 mm,2158 mm,SUV,4,6,,Digital,Analog,4,Automatic,Yes,Yes,6
Maserati,Levante,Gransport,"Rs. 1,48,63,774",2979 cc,6,4,AWD (All Wheel Drive),BS IV,80 litres,Diesel,1679 mm,5003 mm,2158 mm,SUV,5,6,,Digital,Analog,4,Automatic,Yes,Yes,6
Maserati,Levante,Granlusson,"Rs. 1,53,83,399",2979 cc,6,4,AWD (All Wheel Drive),BS IV,80 litres,Diesel,1679 mm,5003 mm,2158 mm,SUV,5,6,,Digital,Analog,4,Automatic,Yes,Yes,6
Mercedes-Benz,Mercedes-Benz G-Class,Amg G 63,"Rs. 2,18,75,136",3982 cc,8,4,AWD (All Wheel Drive),BS 6,96 litres,Petrol,1938 mm,4763 mm,1855 mm,SUV,5,9,205 mm,Digital,Analog,7,Automatic,Yes,Yes,10
Mercedes-Benz,Mercedes-Benz G-Class,G 350D,"Rs. 1,50,00,000",2925 cc,6,4,AWD (All Wheel Drive),BS 6,100 litres,Diesel,1969 mm,4817 mm,1931 mm,SUV,5,9,241 mm,Digital,Analog,7,Automatic,Yes,Yes,10
Audi,A8 L,55 Tfsi Quattro,"Rs. 1,56,00,000",2995 cc,8,4,AWD (All Wheel Drive),BS 6,82 litres,Petrol,1485 mm,5302 mm,1945 mm,Sedan,4,8,,Digital,"Analog, Digital",4,Automatic,Yes,Yes,6
Maserati,Granturismo,Sport,"Rs. 1,72,29,579",4691 cc,8,4,RWD (Rear Wheel Drive),BS IV,86 litres,Petrol,1353 mm,4881 mm,1915 mm,Coupe,2,6,100 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Maserati,Quattroporte,Granlusso,"Rs. 1,79,00,000",2987 cc,6,4,RWD (Rear Wheel Drive),BS 6,70 litres,Diesel,1481 mm,5262 mm,1948 mm,Sports,4,6,100 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Lexus,Lc 500H,Coupe,"Rs. 1,96,00,000",3456 cc,6,4,AWD (All Wheel Drive),BS IV,82 litres,Hybrid,1345 mm,4770 mm,1920 mm,Coupe,2,,,Digital,Digital,4,Automatic,Yes,Yes,8
Mercedes-Benz,Mercedes-Benz Maybach,S650,"Rs. 2,73,08,312",5980 cc,12,4,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1498 mm,5453 mm,1899 mm,Sedan,4,7,,Digital,Analog,4,Automatic,Yes,Yes,8
Mercedes-Benz,Mercedes-Benz Maybach,S560,"Rs. 1,98,90,000",4663 cc,8,4,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1494 mm,5246 mm,1899 mm,Sedan,4,9,,Digital,Analog,4,Automatic,Yes,Yes,8
Porsche,Panamera,Turbo,"Rs. 2,12,63,000",3996 cc,8,4,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1427 mm,5049 mm,1937 mm,Sedan,4,7,215 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Porsche,Panamera,Turbo Executive,"Rs. 2,26,13,000",3996 cc,8,4,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1432 mm,5199 mm,1937 mm,Sedan,4,7,215 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Porsche,Panamera,Turbo Sport Turismo,"Rs. 2,17,47,000",3996 cc,8,4,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1432 mm,5049 mm,1937 mm,Sedan,4,7,215 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Lexus,Lx 450D,V8,"Rs. 2,32,90,000",4461 cc,,8,FWD (Front Wheel Drive),BS IV,93 litres,Diesel,1865 mm,5080 mm,1980 mm,SUV,4,6,,Digital,Analog,7,Automatic,Yes,Yes,10
Mercedes-Benz,Mercedes-Benz S-Class Cabriolet,S500,"Rs. 2,34,91,293",4663 cc,8,4,RWD (Rear Wheel Drive),BS IV,80 litres,Petrol,1417 mm,5027 mm,1899 mm,Convertible,2,,,Digital,Analog,4,Automatic,Yes,Yes,8
Audi,R8,V10 Plus,"Rs. 2,72,45,000",5204 cc,10,4,AWD (All Wheel Drive),BS IV,75 litres,Petrol,1252 mm,4440 mm,2029 mm,Coupe,2,7,110 mm,Digital,Analog,2,Automatic,Yes,Yes,8
Lamborghini,Urus,V8,"Rs. 3,00,00,000",3996 cc,8,8,AWD (All Wheel Drive),BS IV,75 litres,Petrol,1638 mm,5112 mm,2181 mm,SUV,5,,,Yes,Digital,5,Automatic,Yes,Yes,8
Bentley,Continental Gt,Coupe,"Rs. 3,37,91,059",5998 cc,12,4,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1401 mm,4807 mm,2226 mm,Coupe,2,8,142 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Ferrari,Portofino,V8 Convertible,"Rs. 3,50,00,000",3855 cc,8,4,AWD (All Wheel Drive),BS IV,92 litres,Petrol,1320 mm,4569 mm,1910 mm,Convertible,2,7,119 mm,Digital,Analog,2,Automatic,Yes,Yes,4
Bentley,Bentayga,W12,"Rs. 4,59,41,557",5950 cc,12,4,AWD (All Wheel Drive),BS IV,85 litres,Petrol,1742 mm,5141 mm,1998 mm,SUV,5,8,,Digital,Digital,5,Automatic,Yes,Yes,6
Bentley,Bentayga,V8,"Rs. 3,75,42,069",3996 cc,12,4,AWD (All Wheel Drive),BS IV,85 litres,Petrol,1742 mm,5140 mm,1998 mm,SUV,5,8,,Digital,Digital,5,Automatic,Yes,Yes,6
Aston Martin,Db 11,V12,"Rs. 4,04,56,503",5198 cc,12,4,AWD (All Wheel Drive),,80 litres,Petrol,1250 mm,4385 mm,1865 mm,Coupe,2,,130 mm,Digital,Digital,2,Automatic,Yes,Yes,8
Ferrari,458 Speciale,Coupe,"Rs. 4,25,31,500",4497 cc,8,4,AWD (All Wheel Drive),BS IV,86 litres,Petrol,1203 mm,4571 mm,1951 mm,Coupe,2,7,113 mm,Digital,Analog,2,Automatic,Yes,Yes,5
Rolls-Royce,Rolls-Royce Ghost Series Ii,6.6,"Rs. 4,67,09,733",6593 cc,12,4,RWD (Rear Wheel Drive),BS IV,82.5 litres,Petrol,1550 mm,5399 mm,1948 mm,Sedan,4,8,150 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Rolls-Royce,Rolls-Royce Ghost Series Ii,Ewb,"Rs. 5,32,47,201",6592 cc,12,4,RWD (Rear Wheel Drive),BS IV,82.5 litres,Petrol,1550 mm,5569 mm,1948 mm,Sedan,4,8,150 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Rolls-Royce,Rolls-Royce Wraith,Coupe,"Rs. 5,00,25,840",6592 cc,12,4,AWD (All Wheel Drive),BS IV,83 litres,Petrol,1507 mm,5269 mm,1947 mm,Coupe,2,8,,Digital,,4,Automatic,Yes,Yes,
Bentley,Mulsanne,Sedan,"Rs. 5,25,71,294",6752 cc,8,4,RWD (Rear Wheel Drive),BS IV,90 litres,Petrol,1521 mm,5575 mm,2208 mm,Sedan,4,8,142 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Rolls-Royce,Rolls-Royce Cullinan,Suv,"Rs. 6,95,00,000",6750 cc,12,4,AWD (All Wheel Drive),BS 6,,Petrol,1835 mm,5341 mm,2000 mm,SUV,5,8,,,,5,Automatic,,,
Rolls-Royce,Rolls-Royce Phantom Coupe,6.8 L,"Rs. 7,73,12,661",6749 cc,12,4,RWD (Rear Wheel Drive),BS IV,100 litres,Petrol,1598 mm,5612 mm,1987 mm,Coupe,2,8,164 mm,Digital,Analog,4,Automatic,Yes,Yes,6
Bugatti,Chiron,W16,"Rs. 19,21,42,937",7993 cc,16,4,RWD (Rear Wheel Drive),BS 6,,Petrol,1212 mm,4544 mm,2038 mm,Sports,2,7,,Digital,Digital,2,Automatic,Yes,Yes,6
Bajaj,Qute (Re60),Qcar,"Rs. 2,63,000",216 cc,,1,RWD (Rear Wheel Drive),BS IV,,Petrol,1652 mm,2752 mm,1312 mm,Hatchback,4,5,,Yes,Yes,4,Manual,,,
Bajaj,Qute (Re60),Qcar Cng,"Rs. 2,83,000",216 cc,,1,RWD (Rear Wheel Drive),BS IV,,CNG,1652 mm,2752 mm,1312 mm,Hatchback,4,5,,Yes,Yes,4,Manual,,,
Maruti Suzuki,Alto,Std,"Rs. 2,94,800",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Alto,Std (O),"Rs. 2,99,900",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Alto,Lxi,"Rs. 3,52,900",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Alto,Lxi (O),"Rs. 3,57,200",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Alto,Vxi,"Rs. 3,76,100",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Alto,Lxi Cng (Cng +,"Rs. 4,05,570",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,CNG + Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,"Rs. 4,09,190",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,CNG + Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Alto,Vxi Plus,"Rs. 3,89,600",796 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,S-Presso,Std,"Rs. 3,70,500",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,S-Presso,Std (O),"Rs. 3,76,500",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,S-Presso,Lxi,"Rs. 4,09,000",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,S-Presso,Lxi (O),"Rs. 4,15,000",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,S-Presso,Vxi,"Rs. 4,32,500",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,S-Presso,Vxi (O),"Rs. 4,38,500",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,S-Presso,Vxi Ags,"Rs. 4,75,500",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,AMT,Yes,Yes,1
Maruti Suzuki,S-Presso,Vxi+,"Rs. 4,56,000",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,S-Presso,Vxi (O) Ags,"Rs. 4,81,500",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Analog,5,AMT,Yes,Yes,2
Maruti Suzuki,S-Presso,Vxi+ Ags,"Rs. 4,99,000",998 cc,3,4,FWD (Front Wheel Drive),BS 6,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,5,,Digital,Digital,5,AMT,Yes,Yes,2
Maruti Suzuki,Celerio,Lxi,"Rs. 4,26,289",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Celerio,Vxi,"Rs. 4,65,138",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Celerio,Vxi At,"Rs. 5,08,138",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,,,
Maruti Suzuki,Celerio,Zxi,"Rs. 4,90,924",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,1
Maruti Suzuki,Celerio,Zxi (Opt),"Rs. 5,31,279",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Celerio,Vxi Cng Mt,"Rs. 5,30,000",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,CNG,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Celerio,Zxi Ags,"Rs. 5,33,924",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,,,1
Maruti Suzuki,Celerio,Lxi Mt (O),"Rs. 4,34,659",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Celerio,Vxi (O) Mt,"Rs. 4,72,257",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Celerio,Vxi (O) Ags,"Rs. 5,15,257",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,,2
Maruti Suzuki,Celerio,Zxi (O) Ags,"Rs. 5,43,279",998 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,,2
